序号,开始时间,结束时间,查询粒度,子网,子网名称,网元,网元名称,小区,小区名称,eNodeB,eNodeB名称,[LTE]小区无线接通率,[LTE]无线接通率,[LTE]无线接通率_1516610800155-0-0,[LTE]无线掉线率-,[FDD]RRC连接建立成功率,[FDD]E-RAB建立成功率,[FDD]RRC连接掉话率,E-RAB掉线率-FDD_1498916186273-0-9,[FDD]E-RAB阻塞率,[FDD]小区的可用率,[LTE]下行数据重传率,上行PRB平均利用率(集团),下行PRB平均利用率(集团),上行PRB利用率-扩容,下行PRB利用率-扩容,[LTE]上行PRB平均利用率(%),[LTE]下行PRB平均利用率(%),PDCCH信道CCE占用率-FDD_1498916186273-0-62,用户面最大激活UE数,用户面平均激活UE数,RRC连接建立最大用户数,RRC连接建立平均用户数,[FDD]最大的RRC连接建立个数,[FDD]平均的RRC连接建立个数,[FDD]小区上行PDCP层最大流量(兆比特/秒),[FDD]小区上行PDCP层最小流量(兆比特/秒),[FDD]小区上行PDCP层平均流量(兆比特/秒),[FDD]小区下行PDCP层最大流量(兆比特/秒),[FDD]小区下行PDCP层最小流量(兆比特/秒),[FDD]小区下行PDCP层平均流量(兆比特/秒),空口上行业务字节数(ZXJT)单位:GB ,空口下行业务字节数(ZXJT)单位:GB,小区上行BLER,小区下行BLER,RB平均干扰均值（0-24）,RB平均干扰均值(0-29),RB平均干扰均值（0-99）_1516610800155-0-16,"TA在范围[0,1)的上报次数","TA在范围[1,3)的上报次数","TA在范围[3,5)的上报次数","TA在范围[5,7)的上报次数","TA在范围[7,9)的上报次数","TA在范围[9,11)的上报次数","TA在范围[11,13)的上报次数","TA在范围[13,20)的上报次数","TA在范围[20,27)的上报次数","TA在范围[27,34)的上报次数","TA在范围[34,40)的上报次数",小区下行PDCP SDU时延(毫秒),小区上行PDCP SDU丢包个数,小区下行PDCP SDU丢包个数,小区上行PDCP 总的SDU个数,小区下行PDCP 总的SDU个数,[LTE]RLC PDU重传率
5961,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721656,CGZ011E49R_天泰太阳树-阳光舜城(721656),81,FGZ011E491R1_天泰太阳树-阳光舜城,721656,CGZ011E49R_天泰太阳树-阳光舜城,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,2.92%,0.05%,3.65%,0.05%,3.65%,0,3.65%,10.34%,2,0.035,2,0.1706,2,0,0.1464,0,0.0008,0.2014,0,0.0005,0,0,0.00%,0.00%,-117.4,-117,-119,,,,,,,,,,,,15828,0,0,1919,1039,0.00%
5962,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721656,CGZ011E49R_天泰太阳树-阳光舜城(721656),82,FGZ011E492R1_天泰太阳树-阳光舜城,721656,CGZ011E49R_天泰太阳树-阳光舜城,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.39%,0.50%,4.34%,0.50%,4.34%,0,4.34%,8.21%,2,0.3542,5,1.0856,5,1,0.4722,0,0.0084,16.3126,0,0.0483,0,0.02,0.00%,0.00%,-119.39,-119,-119,,,,,,,,,,,,762750,0,0,30956,29310,0.00%
5963,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721656,CGZ011E49R_天泰太阳树-阳光舜城(721656),83,FGZ011E493R1_天泰太阳树-阳光舜城,721656,CGZ011E49R_天泰太阳树-阳光舜城,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
5964,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721657,CGZ011C73H_省看守所(721657),81,FGZ011C731H1_省看守所,721657,CGZ011C73H_省看守所,99.23%,99.23%,99.23%,0.87%,100.00%,99.23%,0.34%,0.09%,0.00%,100.00%,10.48%,2.72%,8.15%,2.72%,8.15%,0,8.15%,12.41%,6,1.0776,10,3.3178,10,3,3.58,0,0.0268,6.0357,0,0.1614,0.01,0.07,0.00%,0.00%,-108.3,-110,-117,,,,,,,,,,,,4661236,1,8,131974,165961,0.00%
5965,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721657,CGZ011C73H_省看守所(721657),82,FGZ011C732H1_省看守所,721657,CGZ011C73H_省看守所,100.00%,100.00%,100.00%,0.70%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.68%,1.19%,5.91%,1.19%,5.91%,0,5.91%,9.64%,5,0.6404,10,2.4628,10,2,2.9794,0,0.0171,8.6124,0,0.1028,0.01,0.04,0.00%,0.00%,-114.82,-115,-118,,,,,,,,,,,,2267001,0,61,83290,105798,0.00%
5966,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721657,CGZ011C73H_省看守所(721657),83,FGZ011C733H1_省看守所,721657,CGZ011C73H_省看守所,99.79%,99.79%,99.79%,0.00%,99.79%,100.00%,0.00%,0.00%,0.00%,100.00%,11.56%,3.26%,16.46%,3.26%,16.46%,0,16.46%,13.10%,7,1.2917,16,6.42,16,6,2.6808,0,0.0342,24.4067,0,0.7332,0.01,0.31,0.00%,0.00%,-115.49,-116,-118,,,,,,,,,,,,38192498,0,6,171171,331057,0.00%
5967,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721658,CGZ011C74H_领秀城西南(721658),81,FGZ011C741H1_领秀城西南,721658,CGZ011C74H_领秀城西南,100.00%,100.00%,100.00%,0.87%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.71%,2.34%,10.57%,2.34%,10.57%,0,10.57%,11.60%,6,0.8346,11,3.1056,11,3,1.3574,0,0.0326,13.8192,0,0.5512,0.01,0.24,0.00%,0.00%,-111.09,-112,-117,,,,,,,,,,,,7186264,5,2,157876,245049,0.00%
5968,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721658,CGZ011C74H_领秀城西南(721658),82,FGZ011C742H1_领秀城西南,721658,CGZ011C74H_领秀城西南,100.00%,100.00%,100.00%,0.78%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.81%,2.63%,7.16%,2.63%,7.16%,0,7.16%,11.22%,7,1.0857,13,4.5639,13,4,6.0575,0,0.0405,20.9308,0,0.2352,0.02,0.1,0.00%,0.00%,-113.72,-114,-118,,,,,,,,,,,,3323411,4,0,153171,191543,0.00%
5969,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721658,CGZ011C74H_领秀城西南(721658),83,FGZ011C743H1_领秀城西南,721658,CGZ011C74H_领秀城西南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.95%,0.41%,4.80%,0.41%,4.80%,0,4.80%,9.64%,3,0.7719,4,1.1534,4,1,0.7517,0,0.0109,4.5805,0,0.0433,0,0.02,0.00%,0.00%,-117.24,-117,-119,,,,,,,,,,,,900661,0,41,41785,61741,0.00%
5970,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721659,CGZ011C76H_领秀城(721659),81,FGZ011C761H1_领秀城,721659,CGZ011C76H_领秀城,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,5.91%,0.88%,5.15%,0.88%,5.15%,0,5.15%,8.96%,4,0.2993,9,1.9984,9,1,3.9102,0,0.0127,26.3845,0,0.1042,0.01,0.05,0.00%,0.00%,-119.79,-119,-119,,,,,,,,,,,,1399268,0,0,41925,60379,0.00%
5971,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721659,CGZ011C76H_领秀城(721659),82,FGZ011C762H1_领秀城,721659,CGZ011C76H_领秀城,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.20%,1.44%,6.13%,1.44%,6.13%,0,6.13%,9.78%,6,0.5275,12,3.0911,12,3,4.6969,0,0.0231,9.465,0,0.1078,0.01,0.05,0.00%,0.00%,-119.18,-119,-119,,,,,,,,,,,,2553089,0,48,69736,84852,0.00%
5972,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721659,CGZ011C76H_领秀城(721659),83,FGZ011C763H1_领秀城,721659,CGZ011C76H_领秀城,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.54%,0.47%,4.76%,0.47%,4.76%,0,4.76%,9.88%,4,0.2096,6,0.9983,6,0,4.2,0,0.0074,8.6073,0,0.0408,0,0.02,0.00%,0.00%,-118.6,-118,-119,,,,,,,,,,,,852580,1,7,28932,32890,0.00%
5973,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721682,CGZ011C99R_省交通厅-富喜龙虾(721682),81,FGZ011C991R1_省交通厅-富喜龙虾,721682,CGZ011C99R_省交通厅-富喜龙虾,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.93%,0.40%,3.88%,0.40%,3.88%,0,3.88%,8.04%,2,0.1173,3,0.355,3,0,0.4063,0,0.0049,3.6448,0,0.0106,0,0,0.00%,0.00%,-118.83,-119,-119,,,,,,,,,,,,259098,0,83,12473,12055,0.00%
5974,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721682,CGZ011C99R_省交通厅-富喜龙虾(721682),82,FGZ011C992R1_省交通厅-富喜龙虾,721682,CGZ011C99R_省交通厅-富喜龙虾,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,11.17%,3.08%,28.48%,3.08%,28.48%,0,28.48%,19.73%,5,0.6754,9,3.0378,9,3,1.6076,0,0.0276,11.3168,0,0.6601,0.01,0.29,0.00%,0.00%,-114.34,-115,-118,,,,,,,,,,,,57201611,0,0,140955,245856,0.00%
5975,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721682,CGZ011C99R_省交通厅-富喜龙虾(721682),83,FGZ011C993R1_省交通厅-富喜龙虾,721682,CGZ011C99R_省交通厅-富喜龙虾,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.92%,0.76%,7.76%,0.76%,7.76%,0,7.76%,7.85%,4,0.389,5,1.6556,5,1,0.7348,0,0.0128,22.6822,0,0.1043,0.01,0.05,0.00%,0.00%,-117.31,-117,-119,,,,,,,,,,,,5917653,0,11,60886,79495,0.00%
5976,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721711,CGZ011D29H_郎茂山小区_郎茂山南山坡-郎茂山小区(721711),81,FGZ011D294H1_郎茂山小区,721711,CGZ011D29H_郎茂山小区_郎茂山南山坡-郎茂山小区,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.97%,0.59%,5.60%,0.59%,5.60%,0,5.60%,9.57%,3,0.3031,5,0.9866,5,0,0.3637,0,0.005,5.6737,0,0.0726,0,0.03,0.00%,0.00%,-112.43,-113,-118,,,,,,,,,,,,1194622,0,0,28722,46224,0.00%
5977,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721711,CGZ011D29H_郎茂山小区_郎茂山南山坡-郎茂山小区(721711),82,FGZ011D295H1_郎茂山小区,721711,CGZ011D29H_郎茂山小区_郎茂山南山坡-郎茂山小区,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.29%,0.32%,4.46%,0.32%,4.46%,0,4.46%,8.59%,3,0.2859,6,1.0984,6,1,0.2344,0,0.0042,3.2939,0,0.0158,0,0.01,0.00%,0.00%,-115.04,-115,-118,,,,,,,,,,,,374126,8,5,21145,37834,0.00%
5978,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721711,CGZ011D29H_郎茂山小区_郎茂山南山坡-郎茂山小区(721711),83,FGZ011D296H1_郎茂山小区,721711,CGZ011D29H_郎茂山小区_郎茂山南山坡-郎茂山小区,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.10%,0.08%,3.81%,0.08%,3.81%,0,3.81%,10.06%,2,0.079,2,0.1983,2,0,0.1281,0,0.0014,14.9041,0,0.02,0,0.01,0.00%,0.00%,-117.89,-118,-119,,,,,,,,,,,,383784,0,0,10495,14087,0.00%
5979,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721711,CGZ011D29H_郎茂山小区_郎茂山南山坡-郎茂山小区(721711),87,FGZ011D29AR1_郎茂山南坡-郎茂山小区,721711,CGZ011D29H_郎茂山小区_郎茂山南山坡-郎茂山小区,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.97%,0.00%,3.87%,0.00%,3.87%,0,3.87%,9.12%,1,0.0002,1,0.0066,1,0,0.0336,0,0,0.0479,0,0,0,0,0.00%,0.00%,-119.88,-119,-119,,,,,,,,,,,,116,0,0,27,20,0.00%
5980,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721711,CGZ011D29H_郎茂山小区_郎茂山南山坡-郎茂山小区(721711),88,FGZ011D29BR1_郎茂山南坡-郎茂山小区,721711,CGZ011D29H_郎茂山小区_郎茂山南山坡-郎茂山小区,99.89%,99.89%,99.89%,0.00%,99.89%,100.00%,0.11%,0.00%,0.00%,100.00%,8.97%,2.57%,7.36%,2.57%,7.36%,0,7.36%,10.85%,5,0.9648,12,3.6261,12,3,0.6247,0,0.0247,22.9336,0,0.2137,0.01,0.09,0.00%,0.00%,-113.72,-114,-118,,,,,,,,,,,,3592225,1,9,102281,146877,0.00%
5981,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721711,CGZ011D29H_郎茂山小区_郎茂山南山坡-郎茂山小区(721711),89,FGZ011D29CR1_郎茂山南坡-郎茂山小区,721711,CGZ011D29H_郎茂山小区_郎茂山南山坡-郎茂山小区,99.93%,99.93%,99.93%,0.58%,99.93%,100.00%,0.00%,0.00%,0.00%,100.00%,9.94%,2.03%,9.44%,2.03%,9.44%,0,9.44%,10.26%,4,0.3918,11,2.9883,11,2,2.1577,0,0.0221,14.2831,0,0.2843,0.01,0.12,0.00%,0.00%,-117.71,-118,-119,,,,,,,,,,,,12637954,0,0,80679,120664,0.00%
5982,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721713,CGZ011D31R_领秀城C区11号楼-领秀城D区(721713),81,FGZ011D311R1_领秀城C区11号楼-领秀城D区,721713,CGZ011D31R_领秀城C区11号楼-领秀城D区,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.17%,0.60%,5.86%,0.60%,5.86%,0,5.86%,9.58%,4,0.3542,6,1.34,6,1,0.4489,0,0.007,9.9591,0,0.0558,0,0.02,0.00%,0.00%,-119.67,-119,-119,,,,,,,,,,,,1039755,0,73,38685,54446,0.00%
5983,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721713,CGZ011D31R_领秀城C区11号楼-领秀城D区(721713),82,FGZ011D312R1_领秀城C区11号楼-领秀城D区,721713,CGZ011D31R_领秀城C区11号楼-领秀城D区,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.36%,0.71%,6.22%,0.71%,6.22%,0,6.22%,9.39%,4,0.2799,8,1.8161,8,1,0.6333,0,0.0104,18.2091,0,0.1092,0,0.05,0.00%,0.00%,-119.58,-119,-119,,,,,,,,,,,,1322064,0,45,41743,61179,0.00%
5984,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721713,CGZ011D31R_领秀城C区11号楼-领秀城D区(721713),83,FGZ011D313R1_领秀城C区11号楼-领秀城D区,721713,CGZ011D31R_领秀城C区11号楼-领秀城D区,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.79%,2.45%,7.18%,2.45%,7.18%,0,7.18%,10.91%,5,0.8568,9,2.9111,9,2,3.4698,0,0.029,7.0024,0,0.1234,0.01,0.05,0.00%,0.00%,-119.92,-119,-119,,,,,,,,,,,,2212241,3,5,98900,104356,0.00%
5985,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721716,CGZ011D34R_卧龙花园-一品大酒店(721716),81,FGZ011D341R1_卧龙花园-一品大酒店,721716,CGZ011D34R_卧龙花园-一品大酒店,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.84%,0.01%,3.91%,0.01%,3.91%,0,3.91%,12.49%,1,0.0048,2,0.025,2,0,0.0356,0,0.0001,0.0932,0,0.0002,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,5233,0,0,422,651,0.00%
5986,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721716,CGZ011D34R_卧龙花园-一品大酒店(721716),82,FGZ011D342R1_卧龙花园-一品大酒店,721716,CGZ011D34R_卧龙花园-一品大酒店,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,1.39%,0.01%,3.95%,0.01%,3.95%,0,3.95%,12.70%,1,0.0055,1,0.0128,1,0,0.039,0,0.0001,0.0484,0,0.0002,0,0,0.00%,0.00%,-119.88,-119,-119,,,,,,,,,,,,6222,0,0,602,828,0.00%
5987,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721716,CGZ011D34R_卧龙花园-一品大酒店(721716),83,FGZ011D343R1_卧龙花园-一品大酒店,721716,CGZ011D34R_卧龙花园-一品大酒店,94.74%,94.74%,94.74%,0.00%,100.00%,94.74%,2.70%,0.00%,0.00%,100.00%,3.68%,0.70%,4.83%,0.70%,4.83%,0,4.83%,11.35%,4,0.1458,5,0.7839,5,0,0.2101,0,0.0043,2.4126,0,0.0124,0,0.01,0.00%,0.00%,-112.48,-113,-118,,,,,,,,,,,,462165,0,30,11530,12952,0.00%
5988,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721725,CGZ011D44R_济大路与舜耕路西南角-济大实验楼(721725),81,FGZ011D441R1_济大路与舜耕路西南角-济大实验楼,721725,CGZ011D44R_济大路与舜耕路西南角-济大实验楼,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.07%,1.45%,5.04%,1.45%,5.04%,0,5.04%,11.20%,5,1.1736,7,1.9739,7,1,2.0372,0,0.0205,7.1855,0,0.0636,0.01,0.03,0.00%,0.00%,-112.28,-113,-118,,,,,,,,,,,,1286886,0,0,123956,149182,0.00%
5989,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721725,CGZ011D44R_济大路与舜耕路西南角-济大实验楼(721725),82,FGZ011D442R1_济大路与舜耕路西南角-济大实验楼,721725,CGZ011D44R_济大路与舜耕路西南角-济大实验楼,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.34%,0.03%,3.84%,0.03%,3.84%,0,3.84%,11.18%,2,0.0269,3,0.1405,3,0,0.1304,0,0.0008,1.3374,0,0.0025,0,0,0.00%,0.00%,-118.03,-118,-119,,,,,,,,,,,,31670,0,0,2916,3423,0.00%
5990,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721725,CGZ011D44R_济大路与舜耕路西南角-济大实验楼(721725),83,FGZ011D443R1_济大路与舜耕路西南角-济大实验楼,721725,CGZ011D44R_济大路与舜耕路西南角-济大实验楼,100.00%,100.00%,100.00%,1.41%,100.00%,100.00%,0.37%,0.44%,0.00%,100.00%,7.58%,0.38%,5.37%,0.38%,5.37%,0,5.37%,9.43%,4,0.2354,5,0.9322,5,0,0.8429,0,0.0126,19.1882,0,0.2246,0.01,0.1,0.00%,0.00%,-117.97,-118,-119,,,,,,,,,,,,3763579,3,1,62295,92113,0.00%
5991,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721730,CGZ011D49R_阳光舜城西-阳光舜城西山(721730),81,FGZ011D491R1_阳光舜城西-阳光舜城西山,721730,CGZ011D49R_阳光舜城西-阳光舜城西山,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.53%,0.56%,8.77%,0.56%,8.77%,0,8.77%,6.57%,3,0.1629,4,1.1522,4,1,0.3256,0,0.0105,14.5975,0,0.6202,0,0.27,0.00%,0.00%,-118.12,-118,-119,,,,,,,,,,,,8004935,0,0,77007,203540,0.00%
5992,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721730,CGZ011D49R_阳光舜城西-阳光舜城西山(721730),82,FGZ011D492R1_阳光舜城西-阳光舜城西山,721730,CGZ011D49R_阳光舜城西-阳光舜城西山,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.41%,0.25%,3.51%,0.25%,3.51%,0,3.51%,7.41%,1,0.0192,3,0.2028,3,0,1.9535,0,0.0054,5.9412,0,0.0037,0,0,0.00%,0.00%,-116.25,-116,-119,,,,,,,,,,,,237262,0,0,2880,2936,0.00%
5993,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721737,CGZ011D56R_十六里河西河营业厅-西河村560号(721737),81,FGZ011D561R1_十六里河西河营业厅-西河村560号,721737,CGZ011D56R_十六里河西河营业厅-西河村560号,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,12.11%,5.80%,9.06%,5.80%,9.06%,0,9.06%,11.88%,4,0.7564,7,1.5217,7,1,3.5928,0,0.1379,17.7777,0,0.2834,0.06,0.12,0.00%,0.00%,-104.21,-106,-116,,,,,,,,,,,,16425396,7,13,207248,206964,0.00%
5994,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721737,CGZ011D56R_十六里河西河营业厅-西河村560号(721737),82,FGZ011D562R1_十六里河西河营业厅-西河村560号,721737,CGZ011D56R_十六里河西河营业厅-西河村560号,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.61%,2.55%,6.89%,2.55%,6.89%,0,6.89%,8.80%,4,0.5804,5,1.8961,5,1,0.9662,0,0.0231,16.1636,0,0.1568,0.01,0.07,0.00%,0.00%,-111.72,-113,-117,,,,,,,,,,,,2848410,0,62,81911,92889,0.00%
5995,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721737,CGZ011D56R_十六里河西河营业厅-西河村560号(721737),83,FGZ011D563R1_十六里河西河营业厅-西河村560号,721737,CGZ011D56R_十六里河西河营业厅-西河村560号,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.01%,3.64%,12.79%,3.64%,12.79%,0,12.79%,8.98%,3,0.4142,5,1.5406,5,1,1.7268,0,0.0456,20.4442,0,1.002,0.02,0.44,0.00%,0.00%,-114.56,-115,-118,,,,,,,,,,,,16144726,0,5,187386,377565,0.00%
5996,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721752,CGZ011D75H_东山小区一号_东山小区东南-东山小区(721752),81,FGZ011D754H1_东山小区南,721752,CGZ011D75H_东山小区一号_东山小区东南-东山小区,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,11.21%,11.80%,30.73%,11.80%,30.73%,0,30.73%,15.54%,4,1.0684,6,2.1566,6,2,3.971,0,0.0398,21.172,0,2.1402,0.02,0.94,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,132038435,15,8,211176,757305,0.00%
5997,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721752,CGZ011D75H_东山小区一号_东山小区东南-东山小区(721752),82,FGZ011D755H1_东山小区南,721752,CGZ011D75H_东山小区一号_东山小区东南-东山小区,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.83%,0.90%,4.56%,0.90%,4.56%,0,4.56%,8.71%,5,0.6638,7,2.5544,7,2,0.4114,0,0.0175,10.9135,0,0.0868,0.01,0.04,0.00%,0.00%,-119.83,-119,-119,,,,,,,,,,,,1048162,0,0,67822,81130,0.00%
5998,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721752,CGZ011D75H_东山小区一号_东山小区东南-东山小区(721752),84,FGZ011D751H1_东山小区一号,721752,CGZ011D75H_东山小区一号_东山小区东南-东山小区,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
5999,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721752,CGZ011D75H_东山小区一号_东山小区东南-东山小区(721752),85,FGZ011D752H1_东山小区一号,721752,CGZ011D75H_东山小区一号_东山小区东南-东山小区,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
6000,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721752,CGZ011D75H_东山小区一号_东山小区东南-东山小区(721752),86,FGZ011D753H1_东山小区一号,721752,CGZ011D75H_东山小区一号_东山小区东南-东山小区,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
6001,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721756,CGZ011D80H_市中防疫站(721756),81,FGZ011D801H1_市中防疫站,721756,CGZ011D80H_市中防疫站,99.72%,99.72%,99.72%,0.23%,100.00%,99.72%,0.06%,0.00%,0.00%,100.00%,7.01%,2.53%,5.71%,2.53%,5.71%,0,5.71%,9.98%,5,0.6533,11,4.5961,11,4,5.1198,0,0.0352,8.3164,0,0.0762,0.02,0.03,0.00%,0.00%,-114.01,-115,-118,,,,,,,,,,,,1468108,56,75,75301,83677,0.00%
6002,2018/4/15 10:00,2018/4/15 11:00,1小时,5312,子网(MO SDR)(5312),721756,CGZ011D80H_市中防疫站(721756),82,FGZ011D802H1_市中防疫站,721756,CGZ011D80H_市中防疫站,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,6.75%,1.07%,4.90%,1.07%,4.90%,0,4.90%,9.04%,6,0.6387,8,2.255,8,2,2.7118,0,0.0122,6.5552,0,0.0454,0.01,0.02,0.00%,0.00%,-117.59,-117,-119,,,,,,,,,,,,917697,1,2,64282,70907,0.00%
