序号,开始时间,结束时间,查询粒度,子网,子网名称,网元,网元名称,小区,小区名称,eNodeB,eNodeB名称,[LTE]小区无线接通率,[LTE]无线接通率,[LTE]无线接通率_1516610800155-0-0,[LTE]无线掉线率-,[FDD]RRC连接建立成功率,[FDD]E-RAB建立成功率,[FDD]RRC连接掉话率,E-RAB掉线率-FDD_1498916186273-0-9,[FDD]E-RAB阻塞率,[FDD]小区的可用率,[LTE]下行数据重传率,上行PRB平均利用率(集团),下行PRB平均利用率(集团),上行PRB利用率-扩容,下行PRB利用率-扩容,[LTE]上行PRB平均利用率(%),[LTE]下行PRB平均利用率(%),PDCCH信道CCE占用率-FDD_1498916186273-0-62,用户面最大激活UE数,用户面平均激活UE数,RRC连接建立最大用户数,RRC连接建立平均用户数,[FDD]最大的RRC连接建立个数,[FDD]平均的RRC连接建立个数,[FDD]小区上行PDCP层最大流量(兆比特/秒),[FDD]小区上行PDCP层最小流量(兆比特/秒),[FDD]小区上行PDCP层平均流量(兆比特/秒),[FDD]小区下行PDCP层最大流量(兆比特/秒),[FDD]小区下行PDCP层最小流量(兆比特/秒),[FDD]小区下行PDCP层平均流量(兆比特/秒),空口上行业务字节数(ZXJT)单位:GB ,空口下行业务字节数(ZXJT)单位:GB,小区上行BLER,小区下行BLER,RB平均干扰均值（0-24）,RB平均干扰均值(0-29),RB平均干扰均值（0-99）_1516610800155-0-16,"TA在范围[0,1)的上报次数","TA在范围[1,3)的上报次数","TA在范围[3,5)的上报次数","TA在范围[5,7)的上报次数","TA在范围[7,9)的上报次数","TA在范围[9,11)的上报次数","TA在范围[11,13)的上报次数","TA在范围[13,20)的上报次数","TA在范围[20,27)的上报次数","TA在范围[27,34)的上报次数","TA在范围[34,40)的上报次数",小区下行PDCP SDU时延(毫秒),小区上行PDCP SDU丢包个数,小区下行PDCP SDU丢包个数,小区上行PDCP 总的SDU个数,小区下行PDCP 总的SDU个数,[LTE]RLC PDU重传率
6194,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),722211,CGZ011I62S_济南大学西校区4号宿舍_5号宿舍-济南大学汇聚西南环(722211),96,FDZ011I626S1_济南大学西校区4号宿舍6F-济南大学汇聚西南环,722211,CGZ011I61S_济南大学西校区1号宿舍_3号宿舍-济南大学汇聚西南环,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
6195,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),722211,CGZ011I62S_济南大学西校区4号宿舍_5号宿舍-济南大学汇聚西南环(722211),97,FDZ011I627S1_济南大学西校区5号宿舍1F-济南大学汇聚西南环,722211,CGZ011I61S_济南大学西校区1号宿舍_3号宿舍-济南大学汇聚西南环,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
6196,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),722211,CGZ011I62S_济南大学西校区4号宿舍_5号宿舍-济南大学汇聚西南环(722211),98,FDZ011I628S1_济南大学西校区5号宿舍2F-济南大学汇聚西南环,722211,CGZ011I61S_济南大学西校区1号宿舍_3号宿舍-济南大学汇聚西南环,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
6197,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),722211,CGZ011I62S_济南大学西校区4号宿舍_5号宿舍-济南大学汇聚西南环(722211),99,FDZ011I629S1_济南大学西校区5号宿舍3F-济南大学汇聚西南环,722211,CGZ011I61S_济南大学西校区1号宿舍_3号宿舍-济南大学汇聚西南环,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
6198,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),722211,CGZ011I62S_济南大学西校区4号宿舍_5号宿舍-济南大学汇聚西南环(722211),100,FDZ011I62AS1_济南大学西校区5号宿舍4F-济南大学汇聚西南环,722211,CGZ011I61S_济南大学西校区1号宿舍_3号宿舍-济南大学汇聚西南环,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
6199,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),722211,CGZ011I62S_济南大学西校区4号宿舍_5号宿舍-济南大学汇聚西南环(722211),101,FDZ011I62BS1_济南大学西校区5号宿舍5F-济南大学汇聚西南环,722211,CGZ011I61S_济南大学西校区1号宿舍_3号宿舍-济南大学汇聚西南环,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
6200,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),722211,CGZ011I62S_济南大学西校区4号宿舍_5号宿舍-济南大学汇聚西南环(722211),102,FDZ011I62CS1_济南大学西校区5号宿舍6F-济南大学汇聚西南环,722211,CGZ011I61S_济南大学西校区1号宿舍_3号宿舍-济南大学汇聚西南环,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
6201,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),722232,LDZ011J23R_3DMIMO济南大学信息楼-济大西信源(722232),11,LDZ011J231R1_3DMIMO济南大学信息楼-济大西信源,722232,LDZ011J23R_3DMIMO济南大学信息楼-济大西信源,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
6202,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),722403,CGZ011I88H_山大南外环(722403),81,FGZ011I881H1_山大南外环,722403,CGZ011I88H_山大南外环,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,3.33%,0.00%,3.33%,0,3.33%,11.86%,1,0,1,0.0006,1,0,0.0004,0,0,0.0002,0,0,0,0,0.00%,0.00%,-119.95,-119,-119,,,,,,,,,,,,0,0,0,1,0,0.00%
6203,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),722403,CGZ011I88H_山大南外环(722403),82,FGZ011I882H1_山大南外环,722403,CGZ011I88H_山大南外环,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.68%,2.50%,9.01%,2.50%,9.01%,0,9.01%,11.67%,7,1.7298,12,6.1278,12,6,3.4166,0,0.0635,7.0609,0,0.2024,0.03,0.09,0.00%,0.00%,-119.58,-119,-119,,,,,,,,,,,,3924167,30,70,229661,213736,0.00%
6204,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),722889,CGZ011J12H_白马山(722889),81,FGZ011J121H1_白马山,722889,CGZ011J12H_白马山,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,12.03%,6.76%,15.05%,6.76%,15.05%,0,15.05%,16.25%,5,1.3109,11,4.4922,11,4,2.9686,0,0.1008,13.4479,0,0.5558,0.04,0.24,0.00%,0.00%,-114.6,-115,-118,,,,,,,,,,,,25149565,48,120,243434,332219,0.00%
6205,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),722889,CGZ011J12H_白马山(722889),82,FGZ011J122H1_白马山,722889,CGZ011J12H_白马山,99.73%,99.73%,99.73%,0.00%,100.00%,99.73%,0.52%,0.00%,0.00%,100.00%,11.41%,25.11%,50.22%,25.11%,50.22%,0,50.22%,44.01%,13,5.622,23,14.6167,23,14,6.6357,0.0071,0.2652,25.0623,0.0173,2.2441,0.11,0.98,0.00%,0.00%,-110.74,-112,-117,,,,,,,,,,,,69349040,4280,151,853106,1191547,0.00%
6206,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),722889,CGZ011J12H_白马山(722889),83,FGZ011J123H1_白马山,722889,CGZ011J12H_白马山,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,11.70%,24.70%,56.43%,24.70%,56.43%,0,56.43%,43.27%,12,4.9384,22,14.4894,22,14,4.8285,0,0.6442,16.5062,0,1.7005,0.28,0.74,0.00%,0.00%,-115.16,-115,-118,,,,,,,,,,,,96815059,36,4,1002799,1083779,0.00%
6207,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723106,CGZ011G56R_中海B3雍景郡西山坡-马武寨山(723106),81,FGZ011G561R1_中海B3雍景郡西山坡-马武寨山,723106,CGZ011G56R_中海B3雍景郡西山坡-马武寨山,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.65%,0.05%,3.41%,0.05%,3.41%,0,3.41%,9.49%,2,0.0154,2,0.13,2,0,0.3622,0,0.0006,3.2372,0,0.0031,0,0,0.00%,0.00%,-116.2,-116,-119,,,,,,,,,,,,31454,0,0,1667,1675,0.00%
6208,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723106,CGZ011G56R_中海B3雍景郡西山坡-马武寨山(723106),82,FGZ011G562R1_中海B3雍景郡西山坡-马武寨山,723106,CGZ011G56R_中海B3雍景郡西山坡-马武寨山,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.59%,0.52%,4.53%,0.52%,4.53%,0,4.53%,7.85%,3,0.1782,5,0.9606,5,0,0.4981,0,0.0076,6.3956,0,0.0824,0,0.04,0.00%,0.00%,-117.99,-118,-119,,,,,,,,,,,,1403214,0,0,29519,44677,0.00%
6209,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723113,CGZ011G63H_机床一厂六分厂_市燃料集团-机床一厂六分厂(723113),81,FGZ011G631R1_市燃料集团-机床六分厂,723113,CGZ011G63H_机床一厂六分厂_市燃料集团-机床一厂六分厂,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.14%,1.25%,8.88%,1.25%,8.88%,0,8.88%,10.03%,7,0.621,9,2.8044,9,2,0.4345,0,0.0201,18.9749,0,0.6023,0.01,0.26,0.00%,0.00%,-112.68,-113,-118,,,,,,,,,,,,9487080,0,0,119925,241540,0.00%
6210,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723113,CGZ011G63H_机床一厂六分厂_市燃料集团-机床一厂六分厂(723113),82,FGZ011G632R1_市燃料集团-机床六分厂,723113,CGZ011G63H_机床一厂六分厂_市燃料集团-机床一厂六分厂,99.91%,99.91%,99.91%,0.00%,99.91%,100.00%,0.00%,0.00%,0.00%,100.00%,9.76%,4.82%,17.95%,4.82%,17.95%,0,17.95%,13.47%,6,1.2736,18,8.1172,18,8,6.36,0,0.0997,19.3303,0,1.2929,0.04,0.57,0.00%,0.00%,-114.18,-115,-118,,,,,,,,,,,,22289406,3,61,314116,507523,0.00%
6211,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723113,CGZ011G63H_机床一厂六分厂_市燃料集团-机床一厂六分厂(723113),83,FGZ011G633R1_市燃料集团-机床六分厂,723113,CGZ011G63H_机床一厂六分厂_市燃料集团-机床一厂六分厂,99.86%,99.86%,99.86%,0.08%,100.00%,99.86%,0.11%,0.02%,0.00%,100.00%,9.40%,11.91%,25.07%,11.91%,25.07%,0,25.07%,28.09%,12,4.2898,28,14.7395,28,14,5.0388,0,0.1848,8.0186,0,0.714,0.08,0.31,0.00%,0.00%,-114.42,-115,-118,,,,,,,,,,,,19832249,3,0,562657,621522,0.00%
6212,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723113,CGZ011G63H_机床一厂六分厂_市燃料集团-机床一厂六分厂(723113),84,FGZ011G634H1_机床一厂六分厂,723113,CGZ011G63H_机床一厂六分厂_市燃料集团-机床一厂六分厂,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
6213,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723113,CGZ011G63H_机床一厂六分厂_市燃料集团-机床一厂六分厂(723113),85,FGZ011G635H1_机床一厂六分厂,723113,CGZ011G63H_机床一厂六分厂_市燃料集团-机床一厂六分厂,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.02%,0.43%,4.32%,0.43%,4.32%,0,4.32%,7.45%,4,0.4113,7,2.0656,7,2,0.4756,0,0.0088,12.9395,0,0.0368,0,0.02,0.00%,0.00%,-119.19,-119,-119,,,,,,,,,,,,650122,0,0,37770,38428,0.00%
6214,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723113,CGZ011G63H_机床一厂六分厂_市燃料集团-机床一厂六分厂(723113),86,FGZ011G636H1_机床一厂六分厂,723113,CGZ011G63H_机床一厂六分厂_市燃料集团-机床一厂六分厂,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.66%,0.68%,5.93%,0.68%,5.93%,0,5.93%,8.25%,4,0.3186,6,1.8956,6,1,0.8536,0,0.0154,11.4643,0,0.1402,0.01,0.06,0.00%,0.00%,-117.27,-117,-119,,,,,,,,,,,,2375289,0,0,53786,68447,0.00%
6215,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723114,CGZ011G64R_省公安厅宿舍北-美食学院(723114),81,FGZ011G641R1_省公安厅宿舍北-美食学院,723114,CGZ011G64H_美食学院,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,4.42%,0.01%,3.46%,0.01%,3.46%,0,3.46%,10.04%,1,0.003,1,0.0361,1,0,0.0566,0,0.0001,0.1351,0,0.0002,0,0,0.00%,0.00%,-119.37,-119,-119,,,,,,,,,,,,2134,0,0,323,289,0.00%
6216,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723114,CGZ011G64R_省公安厅宿舍北-美食学院(723114),82,FGZ011G642R1_省公安厅宿舍北-美食学院,723114,CGZ011G64H_美食学院,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,11.20%,0.53%,9.28%,0.53%,9.28%,0,9.28%,10.84%,3,0.1582,3,0.4884,3,0,0.3883,0,0.0066,12.7699,0,0.3404,0,0.15,0.00%,0.00%,-118.35,-118,-119,,,,,,,,,,,,24085026,0,12,40208,123203,0.00%
6217,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723114,CGZ011G64R_省公安厅宿舍北-美食学院(723114),83,FGZ011G643R1_省公安厅宿舍北-美食学院,723114,CGZ011G64H_美食学院,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.67%,0.29%,4.13%,0.29%,4.13%,0,4.13%,8.25%,3,0.125,6,1.4072,6,1,0.9126,0,0.0052,7.9584,0,0.0298,0,0.01,0.00%,0.00%,-115.94,-116,-118,,,,,,,,,,,,573016,0,0,15996,16889,0.00%
6218,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723121,CGZ011G70H_济南巡警(723121),81,FGZ011G701H1_济南巡警,723121,CGZ011G70H_济南巡警,98.35%,98.35%,98.35%,0.00%,99.79%,98.55%,0.18%,0.00%,0.00%,100.00%,7.77%,9.52%,9.59%,9.52%,9.59%,0,9.59%,15.98%,9,2.8289,19,7.7889,19,7,5.1818,0,0.1417,14.4678,0,0.4416,0.06,0.19,0.00%,0.00%,-105.7,-108,-116,,,,,,,,,,,,9771469,364,157,327010,393757,0.00%
6219,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723121,CGZ011G70H_济南巡警(723121),82,FGZ011G702H1_济南巡警,723121,CGZ011G70H_济南巡警,100.00%,100.00%,100.00%,1.89%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.86%,1.53%,6.87%,1.53%,6.87%,0,6.87%,11.19%,4,0.8012,8,2.3011,8,2,0.5514,0,0.0275,11.6525,0,0.5719,0.01,0.25,0.00%,0.00%,-113.12,-114,-118,,,,,,,,,,,,3701666,30,205,172988,230063,0.00%
6220,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723121,CGZ011G70H_济南巡警(723121),83,FGZ011G703H1_济南巡警,723121,CGZ011G70H_济南巡警,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.70%,1.82%,5.93%,1.82%,5.93%,0,5.93%,9.76%,4,0.6174,9,2.2511,9,2,2.677,0,0.0515,6.7028,0,0.0921,0.02,0.04,0.00%,0.00%,-115.72,-116,-118,,,,,,,,,,,,1154551,10,1,88391,106438,0.00%
6221,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723244,CGZ011G79R_兴隆二村替代站-足球俱乐部北(723244),81,FGZ011G791R1_兴隆二村替代站-足球俱乐部北,723244,CGZ011G79R_兴隆二村替代站-足球俱乐部北,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,3.76%,0.04%,3.61%,0.04%,3.61%,0,3.61%,11.05%,2,0.0112,3,0.0717,3,0,0.3295,0,0.0006,1.3743,0,0.0018,0,0,0.00%,0.00%,-119.75,-119,-119,,,,,,,,,,,,16504,0,0,1795,1634,0.00%
6222,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723244,CGZ011G79R_兴隆二村替代站-足球俱乐部北(723244),82,FGZ011G792R1_兴隆二村替代站-足球俱乐部北,723244,CGZ011G79R_兴隆二村替代站-足球俱乐部北,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.33%,0.29%,5.47%,0.29%,5.47%,0,5.47%,9.46%,4,0.1401,5,0.5906,5,0,0.5074,0,0.007,15.1201,0,0.0893,0,0.04,0.00%,0.00%,-116.57,-117,-119,,,,,,,,,,,,2298618,1,6,38530,49701,0.00%
6223,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723244,CGZ011G79R_兴隆二村替代站-足球俱乐部北(723244),83,FGZ011G793R1_兴隆二村替代站-足球俱乐部北,723244,CGZ011G79R_兴隆二村替代站-足球俱乐部北,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,4.95%,0.05%,3.66%,0.05%,3.66%,0,3.66%,10.34%,2,0.0272,3,0.1828,3,0,0.0716,0,0.0004,0.4753,0,0.0013,0,0,0.00%,0.00%,-118.62,-118,-119,,,,,,,,,,,,20512,0,101,1629,2251,0.00%
6224,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723245,CGZ011G80R_市中区中海国际社区铂宫别墅126栋-马武寨山(723245),81,FGZ011G801R1_市中区中海国际社区铂宫别墅126栋-马武寨山,723245,CGZ011G80R_市中区中海国际社区铂宫别墅126栋-马武寨山,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,6.64%,0.32%,4.55%,0.32%,4.55%,0,4.55%,10.16%,2,0.1506,4,0.4161,4,0,1.6832,0,0.0167,13.6298,0,0.0228,0.01,0.01,0.00%,0.00%,-119.08,-119,-119,,,,,,,,,,,,349769,0,0,25957,30197,0.00%
6225,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723245,CGZ011G80R_市中区中海国际社区铂宫别墅126栋-马武寨山(723245),82,FGZ011G802R1_市中区中海国际社区铂宫别墅126栋-马武寨山,723245,CGZ011G80R_市中区中海国际社区铂宫别墅126栋-马武寨山,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.92%,0.37%,4.94%,0.37%,4.94%,0,4.94%,8.53%,3,0.2795,5,1.2817,5,1,0.7435,0,0.0108,11.2612,0,0.0461,0,0.02,0.00%,0.00%,-115.79,-116,-118,,,,,,,,,,,,717712,0,0,44305,45883,0.00%
6226,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723245,CGZ011G80R_市中区中海国际社区铂宫别墅126栋-马武寨山(723245),83,FGZ011G803R1_市中区中海国际社区铂宫别墅126栋-马武寨山,723245,CGZ011G80R_市中区中海国际社区铂宫别墅126栋-马武寨山,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.19%,0.46%,4.98%,0.46%,4.98%,0,4.98%,8.93%,3,0.1633,6,1.1567,6,1,0.4269,0,0.0068,6.8359,0,0.0406,0,0.02,0.00%,0.00%,-116.47,-117,-119,,,,,,,,,,,,1003636,1,0,19082,23248,0.00%
6227,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723246,CGZ011G81R_中海B1区尚湖央邸西山坡-马武寨山(723246),81,FGZ011G811R1_中海B1区尚湖央邸西山坡-马武寨山,723246,CGZ011G81R_中海B1区尚湖央邸西山坡-马武寨山,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
6228,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723246,CGZ011G81R_中海B1区尚湖央邸西山坡-马武寨山(723246),82,FGZ011G812R1_中海B1区尚湖央邸西山坡-马武寨山,723246,CGZ011G81R_中海B1区尚湖央邸西山坡-马武寨山,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
6229,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723246,CGZ011G81R_中海B1区尚湖央邸西山坡-马武寨山(723246),83,FGZ011G813R1_中海B1区尚湖央邸西山坡-马武寨山,723246,CGZ011G81R_中海B1区尚湖央邸西山坡-马武寨山,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
6230,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723251,CGZ011G86R_景嘉山庄-大庙屯(723251),81,FGZ011G861R1_景嘉山庄-大庙屯,723251,CGZ011G86R_景嘉山庄-大庙屯,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.23%,0.26%,3.78%,0.26%,3.78%,0,3.78%,8.79%,3,0.2937,3,0.5722,3,0,0.9206,0,0.0074,5.7981,0,0.0264,0,0.01,0.00%,0.00%,-117.19,-117,-119,,,,,,,,,,,,416641,7,8,25619,36296,0.00%
6231,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723251,CGZ011G86R_景嘉山庄-大庙屯(723251),82,FGZ011G862R1_景嘉山庄-大庙屯,723251,CGZ011G86R_景嘉山庄-大庙屯,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.34%,0.45%,4.75%,0.45%,4.75%,0,4.75%,9.90%,3,0.1131,3,0.3711,3,0,0.2568,0,0.0032,4.6684,0,0.0651,0,0.03,0.00%,0.00%,-112,-113,-118,,,,,,,,,,,,1153424,0,0,22923,32839,0.00%
6232,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723251,CGZ011G86R_景嘉山庄-大庙屯(723251),83,FGZ011G863R1_景嘉山庄-大庙屯,723251,CGZ011G86R_景嘉山庄-大庙屯,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,1.38%,0.01%,3.33%,0.01%,3.33%,0,3.33%,10.68%,1,0.0046,1,0.0628,1,0,0.1036,0,0.0002,0.125,0,0.0002,0,0,0.00%,0.00%,-112.5,-113,-118,,,,,,,,,,,,3199,0,0,304,334,0.00%
6233,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),723255,CGZ011G90R_金都大酒店-金泉酒店分裂机房(723255),81,FGZ011G901R1_金都大酒店-金泉酒店分裂机房,723255,CGZ011G90R_金都大酒店-金泉酒店分裂机房,99.66%,99.66%,99.66%,0.00%,100.00%,99.66%,0.09%,0.00%,0.00%,100.00%,8.31%,2.75%,7.79%,2.75%,7.79%,0,7.79%,11.88%,7,1.1607,14,5.9122,14,5,1.1745,0,0.027,9.4716,0,0.2058,0.01,0.09,0.00%,0.00%,-112.7,-113,-118,,,,,,,,,,,,5924403,152,0,137073,171703,0.00%
