序号,开始时间,结束时间,查询粒度,子网,子网名称,网元,网元名称,小区,小区名称,eNodeB,eNodeB名称,[LTE]小区无线接通率,[LTE]无线接通率,[LTE]无线接通率_1516610800155-0-0,[LTE]无线掉线率-,[FDD]RRC连接建立成功率,[FDD]E-RAB建立成功率,[FDD]RRC连接掉话率,E-RAB掉线率-FDD_1498916186273-0-9,[FDD]E-RAB阻塞率,[FDD]小区的可用率,[LTE]下行数据重传率,上行PRB平均利用率(集团),下行PRB平均利用率(集团),上行PRB利用率-扩容,下行PRB利用率-扩容,[LTE]上行PRB平均利用率(%),[LTE]下行PRB平均利用率(%),PDCCH信道CCE占用率-FDD_1498916186273-0-62,用户面最大激活UE数,用户面平均激活UE数,RRC连接建立最大用户数,RRC连接建立平均用户数,[FDD]最大的RRC连接建立个数,[FDD]平均的RRC连接建立个数,[FDD]小区上行PDCP层最大流量(兆比特/秒),[FDD]小区上行PDCP层最小流量(兆比特/秒),[FDD]小区上行PDCP层平均流量(兆比特/秒),[FDD]小区下行PDCP层最大流量(兆比特/秒),[FDD]小区下行PDCP层最小流量(兆比特/秒),[FDD]小区下行PDCP层平均流量(兆比特/秒),空口上行业务字节数(ZXJT)单位:GB ,空口下行业务字节数(ZXJT)单位:GB,小区上行BLER,小区下行BLER,RB平均干扰均值（0-24）,RB平均干扰均值(0-29),RB平均干扰均值（0-99）_1516610800155-0-16,"TA在范围[0,1)的上报次数","TA在范围[1,3)的上报次数","TA在范围[3,5)的上报次数","TA在范围[5,7)的上报次数","TA在范围[7,9)的上报次数","TA在范围[9,11)的上报次数","TA在范围[11,13)的上报次数","TA在范围[13,20)的上报次数","TA在范围[20,27)的上报次数","TA在范围[27,34)的上报次数","TA在范围[34,40)的上报次数",小区下行PDCP SDU时延(毫秒),小区上行PDCP SDU丢包个数,小区下行PDCP SDU丢包个数,小区上行PDCP 总的SDU个数,小区下行PDCP 总的SDU个数,[LTE]RLC PDU重传率
6153,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721950,CGZ011G10R_马武寨南_马武寨山东北_中海B1区尚湖央邸西山坡-马武寨南(721950),88,FGZ011G102H1_中海B1区尚湖央邸西山坡,721950,CGZ011G10R_马武寨南_马武寨山东北_中海B1区尚湖央邸西山坡-马武寨南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.28%,0.56%,5.05%,0.56%,5.05%,0,5.05%,10.32%,3,0.1915,4,0.5284,4,0,0.681,0,0.0134,17.2187,0,0.0327,0.01,0.01,0.00%,0.00%,-106.54,-108,-116,,,,,,,,,,,,386604,0,1,26353,29164,0.00%
6154,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721950,CGZ011G10R_马武寨南_马武寨山东北_中海B1区尚湖央邸西山坡-马武寨南(721950),89,FGZ011G103H1_中海B1区尚湖央邸西山坡,721950,CGZ011G10R_马武寨南_马武寨山东北_中海B1区尚湖央邸西山坡-马武寨南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.91%,0.44%,5.61%,0.44%,5.61%,0,5.61%,10.10%,3,0.1934,4,0.7028,4,0,0.2663,0,0.004,5.2287,0,0.0581,0,0.03,0.00%,0.00%,-105.03,-107,-116,,,,,,,,,,,,699897,0,5,20818,38720,0.00%
6155,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721952,CGZ011G12R_华润西山坡_华润别墅区北-兴隆办后山坡(721952),81,FGZ011G121R1_华润西山坡-兴隆办后山坡,721952,CGZ011G12R_华润西山坡_华润别墅区北_兴隆办后山坡华润西山坡-兴隆办后山坡,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.28%,0.85%,6.81%,0.85%,6.81%,0,6.81%,9.65%,4,0.4122,7,1.5217,7,1,1.0767,0,0.0193,7.1703,0,0.1686,0.01,0.07,0.00%,0.00%,-118.87,-119,-119,,,,,,,,,,,,3326952,0,0,76824,98768,0.00%
6156,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721952,CGZ011G12R_华润西山坡_华润别墅区北-兴隆办后山坡(721952),82,FGZ011G122R1_华润西山坡-兴隆办后山坡,721952,CGZ011G12R_华润西山坡_华润别墅区北_兴隆办后山坡华润西山坡-兴隆办后山坡,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.83%,0.10%,4.16%,0.10%,4.16%,0,4.16%,10.09%,2,0.0365,3,0.2989,3,0,0.4015,0,0.0019,10.3454,0,0.0342,0,0.01,0.00%,0.00%,-118.68,-118,-119,,,,,,,,,,,,472269,0,0,7458,14646,0.00%
6157,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721952,CGZ011G12R_华润西山坡_华润别墅区北-兴隆办后山坡(721952),83,FGZ011G121R1_华润别墅区北-兴隆办后山坡,721952,CGZ011G12R_华润西山坡_华润别墅区北_兴隆办后山坡华润西山坡-兴隆办后山坡,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.64%,0.36%,5.32%,0.36%,5.32%,0,5.32%,10.26%,2,0.4928,3,0.6289,3,0,1.313,0,0.02,13.1322,0,0.2354,0.01,0.1,0.00%,0.00%,-119.37,-119,-119,,,,,,,,,,,,2190925,0,0,116826,127671,0.00%
6158,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721952,CGZ011G12R_华润西山坡_华润别墅区北-兴隆办后山坡(721952),84,FGZ011G122R1_华润别墅区北-兴隆办后山坡,721952,CGZ011G12R_华润西山坡_华润别墅区北_兴隆办后山坡华润西山坡-兴隆办后山坡,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,11.13%,0.16%,3.96%,0.16%,3.96%,0,3.96%,10.01%,2,0.084,3,0.4328,3,0,0.5223,0,0.0026,2.1791,0,0.0074,0,0,0.00%,0.00%,-118.19,-118,-119,,,,,,,,,,,,122538,0,44,9919,9413,0.00%
6159,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721952,CGZ011G12R_华润西山坡_华润别墅区北-兴隆办后山坡(721952),85,FGZ011G123R1_华润别墅区北-兴隆办后山坡,721952,CGZ011G12R_华润西山坡_华润别墅区北_兴隆办后山坡华润西山坡-兴隆办后山坡,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,25.00%,0.00%,3.75%,0.00%,3.75%,0,3.75%,11.85%,1,0,1,0,1,0,0.0039,0,0,0.0148,0,0,0,0,0.00%,0.00%,-119.21,-119,-119,,,,,,,,,,,,0,0,0,2,0,0.00%
6160,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721959,CGZ011G20R_兴隆一村家和园-足球俱乐部北(721959),81,FGZ011G201R1_兴隆一村家和园-电专培训中心,721959,CGZ011G20R_兴隆一村家和园-足球俱乐部北,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,6.02%,0.48%,4.23%,0.48%,4.23%,0,4.23%,7.78%,4,0.1306,6,0.7544,6,0,0.5462,0,0.0052,5.9481,0,0.0151,0,0.01,0.00%,0.00%,-119.92,-119,-119,,,,,,,,,,,,177948,84,21,13313,16204,0.00%
6161,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721959,CGZ011G20R_兴隆一村家和园-足球俱乐部北(721959),82,FGZ011G202R1_兴隆一村家和园-电专培训中心,721959,CGZ011G20R_兴隆一村家和园-足球俱乐部北,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.35%,2.17%,6.13%,2.17%,6.13%,0,6.13%,8.85%,4,0.4592,8,2.125,8,2,5.4368,0,0.0292,21.6443,0,0.1305,0.01,0.06,0.00%,0.00%,-119.93,-119,-119,,,,,,,,,,,,2863873,0,0,66507,77890,0.00%
6162,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721959,CGZ011G20R_兴隆一村家和园-足球俱乐部北(721959),83,FGZ011G203R1_兴隆一村家和园-电专培训中心,721959,CGZ011G20R_兴隆一村家和园-足球俱乐部北,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.28%,0.00%,0.00%,100.00%,9.79%,1.36%,5.62%,1.36%,5.62%,0,5.62%,9.58%,3,0.2538,6,1.1667,6,1,6.3698,0,0.03,10.88,0,0.0977,0.01,0.04,0.00%,0.00%,-119.97,-119,-119,,,,,,,,,,,,1531942,0,2,56604,65014,0.00%
6163,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721960,CGZ011G21H_山水大厦(721960),81,FGZ011G211H1_山水大厦,721960,CGZ011G21H_山水大厦,100.00%,100.00%,100.00%,0.13%,100.00%,100.00%,0.06%,0.04%,0.00%,100.00%,9.04%,28.51%,14.45%,28.51%,14.45%,0,14.45%,26.90%,13,3.2236,25,12.1194,25,12,1.3845,0,0.1058,23.7063,0,0.7313,0.05,0.32,0.00%,0.00%,-99.49,-102,-114,,,,,,,,,,,,19613388,1,17,315401,400847,0.00%
6164,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721960,CGZ011G21H_山水大厦(721960),82,FGZ011G212H1_山水大厦,721960,CGZ011G21H_山水大厦,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.25%,9.19%,16.06%,9.19%,16.06%,0,16.06%,14.31%,10,2.305,15,7.7367,15,7,1.306,0,0.0756,16.3125,0,1.1635,0.03,0.51,0.00%,0.00%,-108.1,-110,-117,,,,,,,,,,,,16616765,5,0,378619,642543,0.00%
6165,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721960,CGZ011G21H_山水大厦(721960),83,FGZ011G213H1_山水大厦,721960,CGZ011G21H_山水大厦,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.28%,4.18%,9.91%,4.18%,9.91%,0,9.91%,10.99%,8,1.6834,19,9.6289,19,9,1.6173,0,0.0486,14.7675,0,0.4147,0.02,0.18,0.00%,0.00%,-108.11,-110,-117,,,,,,,,,,,,7547850,3,98,222265,301378,0.00%
6166,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721964,CGZ011G25R_越秀园8号楼-东河南(721964),81,FGZ011G251R1_越秀园8号楼-东河南,721964,CGZ011G25R_越秀园8号楼-东河南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.23%,0.00%,0.00%,100.00%,10.14%,2.99%,10.99%,2.99%,10.99%,0,10.99%,13.31%,6,1.0103,9,2.7678,9,2,0.6651,0,0.027,10.421,0,0.3753,0.01,0.16,0.00%,0.00%,-109.18,-110,-117,,,,,,,,,,,,12043582,854,462,137333,228766,0.00%
6167,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721964,CGZ011G25R_越秀园8号楼-东河南(721964),82,FGZ011G252R1_越秀园8号楼-东河南,721964,CGZ011G25R_越秀园8号楼-东河南,99.05%,99.05%,99.05%,1.41%,100.00%,99.05%,0.08%,0.00%,0.00%,100.00%,8.89%,1.70%,6.81%,1.70%,6.81%,0,6.81%,10.02%,5,0.4644,9,2.4578,9,2,0.7852,0,0.0138,10.3074,0,0.1249,0.01,0.05,0.00%,0.00%,-106.49,-108,-116,,,,,,,,,,,,3166836,184,345,61910,75999,0.00%
6168,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721965,CGZ011G26H_铁路南苑西南(721965),81,FGZ011G261H1_铁路南苑西南,721965,CGZ011G26H_铁路南苑西南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.58%,0.61%,5.99%,0.61%,5.99%,0,5.99%,9.45%,4,0.9121,6,1.6961,6,1,1.588,0,0.0179,8.3993,0,0.1282,0.01,0.06,0.00%,0.00%,-119.63,-119,-119,,,,,,,,,,,,6518694,0,4,76296,106816,0.00%
6169,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721965,CGZ011G26H_铁路南苑西南(721965),82,FGZ011G262H1_铁路南苑西南,721965,CGZ011G26H_铁路南苑西南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,11.71%,2.94%,18.98%,2.94%,18.98%,0,18.98%,12.15%,6,1.1779,15,6.1006,15,6,1.0196,0,0.0392,11.9387,0,1.1363,0.02,0.5,0.00%,0.00%,-117.9,-118,-119,,,,,,,,,,,,25262995,0,0,253458,455266,0.00%
6170,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721965,CGZ011G26H_铁路南苑西南(721965),83,FGZ011G263H1_铁路南苑西南,721965,CGZ011G26H_铁路南苑西南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.75%,2.09%,7.06%,2.09%,7.06%,0,7.06%,10.33%,6,1.2298,11,4.9678,11,4,3.464,0,0.0439,14.7843,0,0.2492,0.02,0.11,0.00%,0.00%,-118.79,-118,-119,,,,,,,,,,,,4196647,0,0,148492,192627,0.00%
6171,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721971,CGZ011G33H_市中北桥(721971),81,FGZ011G331H1_市中北桥,721971,CGZ011G33H_市中北桥,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,4.07%,0.76%,4.91%,0.76%,4.91%,0,4.91%,9.76%,4,0.576,9,1.5534,9,1,0.2627,0,0.0072,4.8432,0,0.0188,0,0.01,0.00%,0.00%,-109.49,-111,-117,,,,,,,,,,,,1042416,0,0,66642,90000,0.00%
6172,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721971,CGZ011G33H_市中北桥(721971),82,FGZ011G332H1_市中北桥,721971,CGZ011G33H_市中北桥,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.63%,0.00%,0.00%,100.00%,4.00%,0.46%,4.43%,0.46%,4.43%,0,4.43%,11.17%,16,0.1292,35,0.5861,35,0,1.434,0,0.005,8.1554,0,0.022,0,0.01,0.00%,0.00%,-93.63,-98,-113,,,,,,,,,,,,1068418,23,252,10500,11162,0.00%
6173,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721971,CGZ011G33H_市中北桥(721971),83,FGZ011G333H1_市中北桥,721971,CGZ011G33H_市中北桥,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.18%,0.35%,4.59%,0.35%,4.59%,0,4.59%,9.45%,2,0.1145,5,0.6267,5,0,0.4963,0,0.0066,31.8403,0,0.1385,0,0.06,0.00%,0.00%,-106.33,-108,-116,,,,,,,,,,,,1015600,0,0,20128,55027,0.00%
6174,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721975,CGZ011G37H_党家重汽_重汽拐弯红楼-党家重汽(721975),81,FGZ011G371H1_党家重汽,721975,CGZ011G37H_党家重汽_重汽拐弯红楼_党家重汽东面厂区-党家重汽,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,2.28%,0.05%,3.72%,0.05%,3.72%,0,3.72%,11.48%,1,0.0682,1,0.07,1,0,0.0281,0,0.001,0.0289,0,0.0014,0,0,0.00%,0.00%,-118.26,-118,-119,,,,,,,,,,,,102019,0,47,7253,10137,0.00%
6175,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721975,CGZ011G37H_党家重汽_重汽拐弯红楼-党家重汽(721975),82,FGZ011G372H1_党家重汽,721975,CGZ011G37H_党家重汽_重汽拐弯红楼_党家重汽东面厂区-党家重汽,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.27%,0.36%,3.92%,0.36%,3.92%,0,3.92%,9.72%,2,0.0703,4,0.42,4,0,2.9861,0,0.0102,1.8491,0,0.0078,0,0,0.00%,0.00%,-118.4,-118,-119,,,,,,,,,,,,173182,0,0,12957,12354,0.00%
6176,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721975,CGZ011G37H_党家重汽_重汽拐弯红楼-党家重汽(721975),83,FGZ011G373H1_党家重汽,721975,CGZ011G37H_党家重汽_重汽拐弯红楼_党家重汽东面厂区-党家重汽,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.07%,0.00%,0.00%,100.00%,10.05%,0.34%,3.98%,0.34%,3.98%,0,3.98%,8.65%,3,0.0844,5,0.5639,5,0,0.1505,0,0.0018,2.2715,0,0.0062,0,0,0.00%,0.00%,-104.49,-107,-116,,,,,,,,,,,,160134,0,0,7271,6146,0.00%
6177,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721975,CGZ011G37H_党家重汽_重汽拐弯红楼-党家重汽(721975),84,FGZ011G371H1_党家重汽拐弯红楼,721975,CGZ011G37H_党家重汽_重汽拐弯红楼_党家重汽东面厂区-党家重汽,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.66%,0.05%,3.78%,0.05%,3.78%,0,3.78%,11.04%,1,0.0286,2,0.2083,2,0,0.3179,0,0.0015,4.1235,0,0.0174,0,0.01,0.00%,0.00%,-113.77,-114,-118,,,,,,,,,,,,98447,0,0,5531,7314,0.00%
6178,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721975,CGZ011G37H_党家重汽_重汽拐弯红楼-党家重汽(721975),85,FGZ011G372H1_党家重汽拐弯红楼,721975,CGZ011G37H_党家重汽_重汽拐弯红楼_党家重汽东面厂区-党家重汽,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,2.64%,0.00%,3.67%,0.00%,3.67%,0,3.67%,12.02%,1,0.0006,1,0.0011,1,0,0.0151,0,0,0.0256,0,0,0,0,0.00%,0.00%,-118.69,-118,-119,,,,,,,,,,,,499,0,0,26,88,0.00%
6179,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721975,CGZ011G37H_党家重汽_重汽拐弯红楼-党家重汽(721975),86,FGZ011G373H1_党家重汽拐弯红楼,721975,CGZ011G37H_党家重汽_重汽拐弯红楼_党家重汽东面厂区-党家重汽,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.98%,0.36%,6.03%,0.36%,6.03%,0,6.03%,8.04%,2,0.2729,3,1.18,3,1,1.3451,0,0.0106,15.3571,0,0.3012,0,0.13,0.00%,0.00%,-119.87,-119,-119,,,,,,,,,,,,4255518,0,2,53131,106447,0.00%
6180,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721976,CGZ011G38H_汽车厂(721976),81,FGZ011G381H1_汽车厂,721976,CGZ011G38H_汽车厂,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.03%,0.18%,3.95%,0.18%,3.95%,0,3.95%,10.88%,3,0.0902,6,0.1722,6,0,0.1893,0,0.0013,6.6221,0,0.0126,0,0,0.00%,0.00%,-104.87,-107,-116,,,,,,,,,,,,424209,0,0,6199,6938,0.00%
6181,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721976,CGZ011G38H_汽车厂(721976),82,FGZ011G382H1_汽车厂,721976,CGZ011G38H_汽车厂,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.43%,7.00%,21.06%,7.00%,21.06%,0,21.06%,16.96%,10,3.8839,12,6.8594,12,6,1.4162,0,0.2104,23.1179,0,1.0207,0.09,0.45,0.00%,0.00%,-116.54,-117,-119,,,,,,,,,,,,33262906,0,11,570794,721772,0.00%
6182,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721976,CGZ011G38H_汽车厂(721976),83,FGZ011G383H1_汽车厂,721976,CGZ011G38H_汽车厂,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.93%,2.48%,8.27%,2.48%,8.27%,0,8.27%,9.51%,5,0.7502,9,4.1161,9,4,2.343,0,0.0553,8.5939,0,0.293,0.02,0.13,0.00%,0.00%,-117.31,-117,-119,,,,,,,,,,,,7391609,0,0,136118,155819,0.00%
6183,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721976,CGZ011G38H_汽车厂(721976),94,FDZ011G384H1_汽车厂,721976,CGZ011G38H_汽车厂,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,11.50%,0.15%,2.33%,0.15%,2.33%,0,2.33%,5.53%,4,0.5189,6,2.355,6,2,0.5246,0,0.009,30.7428,0,0.2723,0,0.12,0.00%,0.00%,-119.94,-119,-119,,,,,,,,,,,,1717665,0,5,49250,113462,0.00%
6184,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721976,CGZ011G38H_汽车厂(721976),95,FDZ011G385H1_汽车厂,721976,CGZ011G38H_汽车厂,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.55%,0.33%,2.02%,0.33%,2.02%,0,2.02%,6.90%,7,1.2439,10,3.9217,10,3,0.942,0,0.0251,31.5622,0,0.1164,0.01,0.05,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,1670402,1,1,122479,168794,0.00%
6185,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),721976,CGZ011G38H_汽车厂(721976),96,FDZ011G386H1_汽车厂,721976,CGZ011G38H_汽车厂,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,11.80%,1.68%,5.15%,1.68%,5.15%,0,5.15%,11.25%,9,2.4917,17,9.1756,17,9,1.1597,0.0003,0.0852,27.2563,0.0031,0.8094,0.04,0.35,0.00%,0.00%,-119.94,-119,-119,,,,,,,,,,,,6776595,0,0,377339,448319,0.00%
6186,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),722145,CGZ011J01R_泽田数控(722145),81,FGZ011J011R1_泽田数控,722145,CGZ011J01R_泽田数控,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.64%,14.09%,41.65%,14.09%,41.65%,0,41.65%,28.71%,11,2.8706,31,17.7039,31,17,6.8396,0,0.1706,20.0074,0,2.4157,0.07,1.06,0.00%,0.00%,-116.59,-117,-119,,,,,,,,,,,,116749853,26,39,668064,982004,0.00%
6187,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),722145,CGZ011J01R_泽田数控(722145),82,FGZ011J012R1_泽田数控,722145,CGZ011J01R_泽田数控,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,11.52%,15.69%,27.26%,15.69%,27.26%,0,27.26%,22.09%,8,1.5468,12,4.3639,12,4,2.8824,0,0.6458,9.0356,0,0.877,0.28,0.38,0.00%,0.00%,-117.77,-118,-119,,,,,,,,,,,,22299849,5,23,438794,395579,0.00%
6188,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),722145,CGZ011J01R_泽田数控(722145),91,FDC011J013R1_泽田数控,722145,CGZ011J01R_泽田数控,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,12.60%,1.43%,2.91%,1.43%,2.91%,0,2.91%,9.87%,7,1.0178,15,5.0889,15,5,8.6716,0,0.2598,22.7574,0,0.3703,0.11,0.16,0.00%,0.00%,-115.38,-114,-117,,,,,,,,,,,,2145464,11,4,213688,207691,0.00%
6189,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),722211,CGZ011I62S_济南大学西校区4号宿舍_5号宿舍-济南大学汇聚西南环(722211),91,FDZ011I621S1_济南大学西校区4号宿舍1F-济南大学汇聚西南环,722211,CGZ011I61S_济南大学西校区1号宿舍_3号宿舍-济南大学汇聚西南环,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
6190,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),722211,CGZ011I62S_济南大学西校区4号宿舍_5号宿舍-济南大学汇聚西南环(722211),92,FDZ011I622S1_济南大学西校区4号宿舍2F-济南大学汇聚西南环,722211,CGZ011I61S_济南大学西校区1号宿舍_3号宿舍-济南大学汇聚西南环,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
6191,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),722211,CGZ011I62S_济南大学西校区4号宿舍_5号宿舍-济南大学汇聚西南环(722211),93,FDZ011I623S1_济南大学西校区4号宿舍3F-济南大学汇聚西南环,722211,CGZ011I61S_济南大学西校区1号宿舍_3号宿舍-济南大学汇聚西南环,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
6192,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),722211,CGZ011I62S_济南大学西校区4号宿舍_5号宿舍-济南大学汇聚西南环(722211),94,FDZ011I624S1_济南大学西校区4号宿舍4F-济南大学汇聚西南环,722211,CGZ011I61S_济南大学西校区1号宿舍_3号宿舍-济南大学汇聚西南环,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
6193,2018/4/15 20:00,2018/4/15 21:00,1小时,5312,子网(MO SDR)(5312),722211,CGZ011I62S_济南大学西校区4号宿舍_5号宿舍-济南大学汇聚西南环(722211),95,FDZ011I625S1_济南大学西校区4号宿舍5F-济南大学汇聚西南环,722211,CGZ011I61S_济南大学西校区1号宿舍_3号宿舍-济南大学汇聚西南环,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
